ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity,potability
6.1,227.57,177.24,3.38,286.58,1640.08,10.34,89.82,1.1,0
6.34,733.48,83.67,4.12,126.77,1200.11,4.16,47.39,2.33,0
6.95,367.2,275.31,4.53,451.46,421.62,11.58,120.76,5.27,0
6.12,297.13,291.5,1.21,133.3,1069.22,13.35,117.8,3.22,0
7.64,204.14,152.03,0.61,279.48,1851.65,5.58,89.19,0.22,0
7.58,53.39,161.86,0.59,195.85,547.86,4.51,83.4,1.13,1
6.51,439.68,1031.81,2.81,359.5,1784.8,9.0,30.7,2.1,0
9.66,151.47,219.53,0.02,241.62,97.6,5.24,129.94,1.17,0
8.87,283.93,308.37,2.21,37.81,1270.07,6.39,9.84,5.77,0
7.9,439.61,327.37,2.76,574.8,1137.58,7.2,151.62,1.16,0
7.69,238.54,371.44,2.6,278.02,1512.81,0.85,67.19,3.72,0
7.6,897.38,538.53,1.43,387.03,236.23,11.59,72.24,3.19,0
7.99,426.42,288.38,3.54,134.9,2016.34,11.09,19.34,1.07,0
6.65,418.93,367.41,3.66,118.27,2000.95,3.47,145.32,3.32,0
6.4,153.91,362.21,1.14,166.51,285.38,4.31,55.44,3.82,0
6.26,696.61,253.65,2.35,237.69,268.54,6.58,128.37,2.0,0
7.5,90.63,266.52,0.46,304.31,1718.84,5.74,6.11,12.19,0
7.53,278.96,322.24,4.49,333.15,1283.78,4.45,168.51,2.13,0
6.28,358.38,441.76,0.14,164.75,1454.36,4.16,97.58,3.64,0
7.96,304.99,293.44,3.7,345.58,68.02,0.23,156.46,0.99,0
5.05,978.48,363.05,4.83,196.81,1729.98,5.97,163.56,4.77,0
,1080.61,167.43,3.01,234.39,1610.71,10.55,167.89,4.79,0
,247.43,136.29,1.55,226.56,1068.58,6.66,84.04,1.32,1
5.96,122.34,266.64,3.49,297.54,1700.1,10.21,80.21,3.53,0
6.17,352.92,399.82,1.18,794.28,1867.19,5.59,108.99,1.66,0
5.59,272.32,736.52,1.66,142.64,1482.24,6.16,136.69,3.59,0
5.5,752.61,430.27,0.99,354.38,466.76,14.85,3.36,2.99,0
7.89,327.61,397.69,0.5,347.35,257.39,5.35,125.1,0.98,0
7.12,51.5,85.42,0.6,358.77,1979.07,6.05,29.16,1.93,0
8.0,389.73,349.76,1.57,248.56,483.82,3.39,211.16,0.46,0
8.27,458.28,827.21,2.36,292.16,1507.46,8.29,187.57,4.8,0
7.39,163.09,254.79,3.89,323.35,1957.48,8.34,214.64,2.17,0
8.33,129.74,79.75,1.09,335.15,1243.43,5.52,112.11,1.02,0
6.81,307.59,1041.41,3.42,160.53,872.23,10.27,46.93,2.85,0
7.73,1074.16,340.79,3.61,233.02,1522.68,4.16,8.62,4.75,0
,338.78,890.7,4.23,351.46,196.53,15.07,6.86,3.58,0
6.47,219.52,312.93,3.34,192.67,2568.7,0.71,11.64,2.48,0
7.59,374.81,303.31,1.76,192.14,2665.34,6.44,17.74,4.8,0
6.24,98.57,217.79,5.61,291.89,789.29,5.78,6.49,5.14,0
6.42,345.05,86.43,3.89,97.98,1714.41,11.33,11.18,5.04,0
8.38,256.07,274.57,0.13,175.56,864.93,9.33,217.39,2.42,0
8.75,336.22,99.88,0.31,273.0,12.73,3.87,116.61,1.66,0
7.48,305.48,122.35,0.93,496.08,769.88,9.25,29.09,3.86,0
8.47,277.81,361.77,3.41,271.61,451.2,6.28,2.35,1.72,0
8.36,242.89,201.53,2.59,131.98,425.53,10.93,35.99,0.24,0
6.17,106.16,337.35,2.71,78.02,1395.12,1.8,225.97,1.49,0
8.17,253.77,95.78,4.36,128.54,2282.45,8.73,25.63,5.46,0
6.79,191.45,115.85,3.66,412.52,2667.28,11.8,39.18,4.24,0
6.72,377.63,87.61,1.96,317.44,260.75,7.85,179.88,4.63,0
7.41,122.65,219.3,4.11,355.25,2191.72,9.61,80.47,3.81,0
,288.97,234.55,4.11,387.02,2769.57,5.65,55.76,3.88,0
8.24,206.03,108.44,0.77,148.5,1276.4,6.64,34.69,0.13,1
,141.04,291.35,4.48,308.51,30503.04,4.05,137.0,5.43,0
6.08,41.95,682.59,1.11,112.35,1326.92,8.46,150.59,2.38,0
7.96,775.32,347.94,3.39,91.31,1475.65,4.68,55.95,1.27,0
6.83,378.09,16.1,2.58,282.58,334.22,4.24,98.07,2.85,0
6.53,101.32,366.29,5.22,351.7,160.47,6.94,28.76,4.52,0
6.42,327.66,384.01,3.82,68.0,2591.35,2.09,11.15,3.41,0
6.8,90.46,368.09,1.36,309.23,1307.8,9.56,17.84,1.56,0
6.99,138.98,373.13,2.34,277.35,1971.3,5.6,127.25,3.28,0
7.02,851.63,218.01,0.45,162.08,2510.85,9.32,118.38,1.58,0
7.31,146.28,635.43,0.37,50.34,2731.03,12.4,59.83,1.41,0
7.37,339.44,374.62,1.56,751.26,769.27,11.68,120.63,1.38,0
9.62,418.37,246.29,3.02,149.31,4.35,11.18,19.45,0.35,0
7.98,289.2,254.57,1.87,662.89,2199.46,5.47,5.88,2.34,0
6.55,127.52,217.51,3.64,221.84,2455.61,2.47,79.46,1.33,0
7.94,221.35,351.91,1.38,132.03,2111.87,7.21,64.22,4.59,0
6.92,41.51,308.84,3.04,315.88,1270.29,17.63,32.66,4.05,0
7.85,90.04,312.51,2.56,250.81,1225.09,4.7,214.59,4.64,0
9.88,443.77,162.58,2.89,152.26,36.39,5.45,124.31,1.81,0
6.03,87.86,78.13,0.24,355.5,849.88,7.8,13.18,1.21,0
7.7,340.54,366.04,1.94,5.27,426.33,7.55,110.05,2.13,0
7.04,221.39,66.69,1.22,149.41,935.47,1.39,75.78,3.77,1
7.92,229.43,193.24,4.08,348.07,1033.37,9.1,29.6,1.46,0
6.61,113.63,,1.72,235.28,1043.84,5.84,36.86,3.58,1
8.25,339.03,232.88,4.35,225.0,1574.28,2.56,65.33,1.61,0
7.41,91.8,380.0,1.79,175.67,1474.94,1.78,96.51,2.28,0
6.53,254.74,66.02,1.84,341.19,745.06,5.02,110.33,1.56,0
6.33,80.13,174.97,2.09,256.47,1708.19,9.62,6.81,3.74,1
9.23,398.33,464.28,2.71,375.89,2728.37,2.22,47.88,5.3,0
6.07,360.42,114.33,3.0,126.98,1170.61,1.73,50.75,0.88,1
7.15,593.16,230.08,2.52,371.55,662.47,2.3,13.17,0.11,0
7.2,205.76,153.85,4.1,312.67,1753.98,4.17,212.83,3.48,0
6.33,206.32,344.06,1.27,430.39,2521.83,7.07,105.38,3.2,0
7.66,233.91,639.69,0.87,305.12,75.3,4.06,117.35,4.19,0
7.95,34.59,191.31,0.26,294.12,174.34,1.28,126.94,3.99,0
7.02,63.92,386.01,3.61,450.57,1359.57,8.48,117.13,4.32,0
7.65,297.33,342.03,2.6,284.17,569.44,3.84,120.39,1.89,0
6.2,240.5,119.33,0.91,87.85,770.63,3.45,59.6,1.22,1
5.98,284.01,78.47,4.93,352.57,1239.2,9.78,47.8,5.35,0
6.96,323.71,296.23,3.2,184.9,93.38,8.18,95.04,1.99,1
7.38,654.51,248.68,4.01,268.51,2532.63,7.39,106.52,5.09,0
7.43,382.21,936.54,2.8,155.33,2763.93,3.4,80.18,4.04,0
7.4,112.29,195.56,1.29,183.55,966.85,7.65,96.31,11.84,0
7.38,273.75,197.02,4.34,186.15,1191.25,11.06,56.71,0.57,0
7.49,310.66,,1.03,382.98,254.68,6.98,19.93,4.63,0
8.13,248.51,388.36,2.21,249.8,2219.44,10.04,28.24,1.14,0
7.3,26.33,373.79,2.94,308.68,2137.44,11.94,129.13,3.33,0
7.72,99.26,388.72,0.2,162.63,913.43,6.42,55.77,1.49,0
6.96,173.65,658.96,2.25,284.92,810.92,8.53,60.46,3.58,0
7.58,106.07,142.29,0.71,225.78,889.06,11.22,16.38,0.02,0
9.58,371.89,459.18,3.85,344.21,2476.44,8.72,34.56,0.01,0
7.09,448.01,1059.88,1.81,156.11,1357.5,10.58,90.2,5.19,0
8.3,78.36,73.27,1.77,219.99,2538.16,5.63,62.37,0.44,0
7.89,120.0,129.24,0.39,317.59,806.01,9.13,68.62,5.16,0
6.74,162.47,,0.51,197.06,1477.99,5.31,88.09,0.93,1
7.35,447.92,394.68,3.22,234.49,1860.33,8.93,15.8,2.82,0
6.64,154.85,145.63,6.75,170.7,2068.01,8.89,85.75,2.64,0
5.42,110.63,253.45,4.38,347.07,909.59,8.14,104.72,4.75,0
7.84,104.69,207.92,2.9,274.78,1112.87,11.5,9.6,2.54,0
8.14,205.34,356.48,0.04,129.2,335.07,8.8,109.69,11.94,0
6.61,267.16,346.83,3.59,320.84,2180.21,10.9,42.25,1.73,0
,498.65,84.31,2.29,312.67,2485.91,9.36,18.03,4.91,0
7.81,622.83,92.08,3.61,314.07,2230.21,9.45,72.57,12.2,0
6.07,259.4,146.83,2.31,254.39,2315.07,10.56,49.37,1.86,0
7.57,287.21,1075.31,1.56,638.76,1083.43,2.76,11.3,0.09,0
8.53,309.22,362.98,0.44,133.91,777.58,8.46,17.51,5.12,0
7.0,818.11,174.25,0.41,200.67,2727.39,17.84,28.97,2.07,0
6.5,142.93,96.41,2.24,50.54,712.15,11.73,68.55,4.44,0
9.66,53.16,710.17,3.75,106.8,2.5,7.65,35.23,4.21,0
6.65,38.2,356.8,4.03,282.14,1149.56,16.22,119.0,4.67,0
7.08,128.88,43.92,8.86,132.01,1065.52,9.26,124.52,13.55,0
6.21,127.48,202.79,8.84,96.18,2413.04,0.61,70.08,4.52,0
6.02,230.11,300.98,2.7,236.81,6823.81,5.97,221.33,3.61,0
6.88,252.92,394.17,1.5,749.32,2770.74,16.54,73.17,3.19,0
6.02,406.66,72.77,0.71,158.97,1362.01,10.08,17.11,1.96,0
8.47,347.73,243.34,2.21,157.63,277.49,10.87,118.26,1.0,0
8.66,101.5,196.06,4.26,82.77,2372.37,7.22,90.4,2.33,0
6.33,320.67,703.82,0.45,,2144.89,5.45,103.69,1.3,0
7.07,431.22,526.26,3.19,263.44,1947.41,12.81,0.99,2.54,0
6.13,225.94,267.68,1.52,392.17,1847.08,7.93,114.57,1.73,0
6.64,132.43,383.87,2.3,315.78,910.14,8.07,27.05,4.86,0
8.18,254.49,342.45,0.09,284.6,2704.17,11.04,33.63,1.97,0
7.18,344.51,259.02,0.1,297.85,2082.23,7.43,1.5,2.92,0
8.57,134.96,278.48,3.82,314.74,242.39,6.03,181.42,7.92,0
8.1,447.9,306.54,3.73,169.0,2466.63,6.3,24.66,3.37,0
7.18,729.18,375.73,3.95,358.08,2026.33,4.24,10.65,4.0,0
5.12,395.99,309.41,2.9,234.19,2607.88,3.72,97.73,4.39,0
7.5,44.86,281.49,3.1,676.1,458.32,8.25,100.4,1.55,0
7.4,411.2,340.98,2.17,82.25,828.48,10.01,90.63,1.46,0
6.64,448.46,160.95,0.34,213.17,2419.02,10.18,148.0,6.21,0
6.96,205.91,74.95,3.33,112.02,1935.79,0.88,80.6,5.03,0
7.81,447.03,794.64,0.78,279.21,327.78,0.9,73.37,0.62,0
5.63,448.33,330.88,4.31,250.13,2311.45,8.81,83.21,0.05,0
6.74,426.7,79.36,1.85,662.15,2677.04,2.98,15.87,3.61,0
8.41,385.26,1076.31,1.69,81.87,1707.05,4.26,67.53,4.39,0
7.83,327.51,425.12,0.05,52.53,253.65,9.1,60.18,0.3,0
7.57,514.86,25.98,2.96,267.63,2426.13,9.57,73.9,3.93,0
6.32,155.44,285.15,2.13,85.59,545.22,1.41,120.61,3.6,0
6.14,255.12,135.26,1.33,193.01,2291.05,5.36,19.33,0.04,0
6.63,727.63,759.42,4.3,190.56,358.53,1.05,78.05,5.24,0
7.94,90.03,263.04,2.6,353.35,1292.19,7.13,21.25,3.98,0
7.9,1028.3,263.4,2.83,90.46,4214.13,4.08,22.76,5.44,0
6.06,249.04,475.79,0.13,236.51,1453.18,2.65,9.55,2.77,0
8.07,551.33,190.23,2.18,303.49,28941.63,10.7,61.17,4.77,0
8.31,64.69,389.42,4.46,584.61,1878.97,0.1,111.21,3.68,0
7.02,946.51,220.7,0.02,4.39,1476.69,11.75,27.87,12.17,0
8.06,144.35,371.21,3.92,323.59,283.07,9.43,51.08,3.76,0
5.17,313.8,190.91,3.71,74.4,1053.13,5.98,102.77,1.81,0
8.27,193.35,187.6,0.6,140.24,1413.04,11.0,117.88,4.38,0
8.4,255.35,331.08,3.57,316.65,2715.9,12.99,73.2,5.0,0
7.23,371.18,408.41,2.41,44.83,1218.95,10.11,41.68,1.8,0
8.93,309.75,284.68,0.93,124.56,1340.62,7.18,193.71,3.0,0
8.34,418.72,187.71,1.52,192.54,47.13,9.47,16.98,5.41,0
7.01,620.43,199.3,0.72,564.35,2516.41,4.44,45.99,3.25,0
8.41,311.81,579.95,1.24,207.83,461.16,3.43,39.5,0.99,0
9.87,167.83,1096.02,3.92,148.04,280.59,11.22,9.04,1.22,0
6.45,426.14,273.23,0.9,308.84,1383.87,8.09,75.43,1.44,0
8.01,267.76,238.97,3.44,242.65,219.26,7.32,44.93,1.73,1
9.67,186.61,147.42,3.55,263.79,2078.13,3.01,80.94,2.78,0
7.9,445.21,501.85,2.91,67.44,2571.95,8.67,125.13,3.56,0
8.27,135.34,256.37,1.64,282.34,2795.69,11.94,128.93,4.11,0
9.45,315.3,134.54,0.08,283.87,995.25,16.54,94.55,4.97,0
6.66,683.95,198.62,4.22,105.49,1179.81,2.5,156.81,3.41,0
,141.3,357.32,1.63,396.79,977.32,10.92,101.65,3.97,0
7.57,135.07,75.72,2.12,278.66,2550.94,4.39,114.56,1.4,0
7.3,88.39,277.24,0.7,342.09,1913.58,10.21,101.0,1.69,0
5.98,351.37,65.03,1.97,282.11,305.4,8.71,209.37,6.36,0
7.67,66.73,,3.21,97.77,2350.28,10.84,122.52,1.5,0
9.79,437.48,546.26,1.43,314.02,2022.51,6.45,78.08,3.13,0
5.62,165.86,264.56,1.53,338.89,84.55,7.7,119.33,1.58,0
6.8,852.46,651.68,0.2,323.98,2719.58,4.89,105.61,4.42,0
8.29,119.7,126.02,1.04,6.61,535.46,7.04,84.59,3.76,0
7.52,181.75,850.2,2.13,279.44,2433.98,6.48,122.32,1.84,0
6.85,147.55,198.26,1.3,146.3,2633.45,4.34,35.87,1.62,0
6.45,146.69,266.87,1.62,389.88,2561.93,4.53,110.88,1.6,0
8.2,91.32,260.18,0.21,161.61,2028.13,0.61,58.71,3.84,0
6.05,203.36,385.63,1.99,274.98,2240.77,10.25,87.68,5.29,0
5.75,738.53,23.09,3.26,386.79,1929.45,5.16,17.25,1.78,0
7.31,128.21,727.55,0.64,134.6,2688.3,5.05,106.46,4.55,0
6.31,376.82,206.55,2.22,142.13,2724.36,14.06,100.52,11.66,0
6.68,328.26,62.13,4.11,90.08,2199.15,7.99,27.31,0.67,0
5.59,157.61,596.95,0.05,352.68,2642.34,10.57,79.01,3.42,0
6.48,420.53,366.29,2.69,332.39,1958.23,2.57,109.51,1.97,0
5.56,86.46,83.15,2.04,339.5,1733.51,4.43,102.31,2.85,0
6.9,755.19,262.94,3.37,373.96,1848.12,5.74,46.55,2.97,0
6.23,129.38,331.37,1.45,130.48,169.85,6.36,5.17,0.17,1
7.58,931.32,311.35,2.45,215.31,2530.7,4.5,91.77,4.19,0
7.17,152.75,198.7,0.1,308.12,549.64,9.1,57.18,5.16,0
5.57,513.62,966.0,0.41,186.18,2149.6,7.46,101.21,2.53,0
7.85,243.65,362.63,4.03,111.78,2186.18,11.97,37.3,5.32,0
7.63,90.75,268.17,0.42,194.25,2009.48,17.13,129.05,3.64,0
7.08,50.45,133.85,2.52,165.56,1559.82,1.45,1.61,1.5,1
5.61,150.05,129.12,0.11,92.59,2736.27,5.19,129.28,0.39,0
8.26,118.62,194.5,1.29,294.18,906.91,9.32,126.13,1.88,0
5.46,220.29,737.96,2.71,395.52,998.45,6.61,35.95,5.34,0
7.9,411.07,98.67,7.39,131.94,2478.06,8.86,42.33,4.26,0
6.34,910.63,178.56,4.27,102.59,1801.41,9.13,70.39,4.35,0
7.56,410.52,458.67,0.8,182.94,1036.65,7.54,63.86,3.73,0
6.62,247.53,315.72,3.07,162.22,1287.59,6.73,108.14,3.49,0
5.68,335.34,114.92,1.46,275.07,299.54,7.58,69.83,0.8,0
5.56,196.18,308.5,1.49,58.6,1730.33,9.85,77.91,1.75,0
8.02,144.81,166.51,2.03,89.18,1644.86,12.86,50.14,1.73,0
6.34,394.43,208.84,2.92,390.81,39577.83,11.12,35.12,4.43,0
7.45,748.49,138.53,2.24,77.68,276.06,8.17,20.98,3.51,0
9.61,328.94,77.51,0.25,352.66,983.07,10.65,89.36,4.54,0
5.2,1073.34,265.04,2.77,372.28,781.56,3.05,75.15,1.43,0
8.11,246.97,159.87,5.83,439.29,1520.1,0.47,136.57,1.1,0
8.45,174.11,122.23,3.47,226.48,2459.76,11.31,105.83,3.23,0
8.08,575.48,327.22,2.74,35.91,2044.53,8.46,29.24,1.51,0
8.32,293.47,932.34,3.4,172.67,192.52,8.59,127.69,8.19,0
6.98,176.11,279.84,6.5,270.21,325.1,7.27,200.18,3.54,0
6.57,207.04,153.44,3.96,72.65,9283.43,8.59,19.89,2.89,0
8.31,157.24,248.37,4.06,388.16,988.73,8.3,118.5,4.04,0
6.98,323.73,992.32,4.2,123.21,1646.8,6.79,167.56,4.04,0
7.3,310.61,354.67,4.36,20.91,1246.74,9.65,67.72,1.76,0
7.29,150.2,308.95,1.63,386.17,172.35,3.97,55.67,6.47,0
8.36,390.93,211.24,0.71,308.98,440.77,3.05,12.04,4.88,1
7.4,275.16,719.61,0.42,750.62,2594.09,9.75,9.55,3.1,0
6.49,1082.54,49.89,3.82,266.33,900.29,4.3,3.74,5.38,0
8.34,47.26,390.17,0.51,88.67,1061.06,6.27,93.37,2.95,0
7.07,975.57,452.49,3.13,180.52,1577.15,8.89,108.48,0.53,0
7.19,154.26,282.98,4.23,354.73,,5.13,17.96,4.59,0
7.04,174.8,398.58,2.43,334.59,3.76,10.6,41.79,4.84,0
9.78,480.13,255.42,1.33,659.7,1578.11,4.96,33.18,4.48,0
6.13,424.88,902.54,3.25,293.1,1364.9,4.05,128.61,5.3,0
6.47,169.55,232.56,0.32,124.09,2359.17,5.03,118.5,0.52,0
7.41,112.98,240.43,2.49,141.35,1947.95,6.87,42.38,5.95,0
8.4,782.9,329.58,2.45,336.3,1856.61,5.3,42.5,2.26,0
9.31,797.61,304.32,0.8,188.5,2751.41,8.85,13.43,5.28,0
7.0,310.89,193.59,4.52,377.92,171.41,7.96,68.58,1.81,0
6.99,302.6,613.82,5.49,104.71,632.88,10.52,66.84,5.37,0
7.12,356.64,133.07,4.17,98.28,880.42,8.23,46.73,0.27,0
6.29,246.87,215.71,1.96,95.15,5.16,5.84,35.67,0.92,0
9.88,225.93,310.87,4.44,92.64,1841.5,7.43,157.62,4.5,0
8.73,263.38,85.86,1.97,388.3,768.11,5.15,109.92,2.99,0
7.44,744.31,188.95,0.38,123.06,2276.95,4.52,184.86,0.13,0
6.95,191.1,227.51,2.0,80.24,2180.46,2.07,101.18,1.46,0
6.44,88.75,89.13,1.21,356.91,2710.24,9.31,87.78,0.06,0
6.51,938.75,373.29,3.91,209.75,2226.62,5.73,50.48,2.67,0
6.66,1019.92,,2.38,172.8,937.4,6.61,18.72,4.49,0
8.32,257.61,186.73,8.78,632.13,642.06,11.54,15.64,2.45,0
5.72,389.59,349.61,3.82,95.49,691.85,10.96,95.19,0.08,0
7.39,498.9,195.56,2.11,142.08,116.76,2.15,99.04,1.36,0
7.31,469.44,94.53,2.1,160.26,2294.56,13.8,106.38,1.84,0
5.18,3.14,471.83,2.45,83.78,1800.54,6.96,1.61,2.45,0
7.48,166.09,110.65,2.77,377.94,2543.81,6.81,203.96,3.97,0
8.68,66.69,378.05,1.48,379.32,507.59,6.96,38.58,0.19,0
8.44,503.69,863.11,3.19,547.25,1195.97,10.94,105.27,8.71,0
9.57,730.63,69.78,1.01,298.83,705.74,8.62,20.3,1.47,0
5.45,105.35,155.44,2.52,365.89,337.9,4.37,43.16,0.06,0
8.33,164.55,82.42,4.0,221.25,2192.74,6.34,2.59,0.85,0
7.87,272.91,724.29,0.88,213.82,289.85,2.14,56.12,4.76,0
7.66,861.0,113.37,0.03,97.79,1179.85,9.78,227.42,1.03,0
7.11,400.36,387.62,0.7,205.96,1964.34,0.19,83.73,5.3,0
,263.63,7.71,1.73,358.77,456.33,7.74,120.99,1.73,0
9.23,446.54,84.18,2.8,83.33,1409.37,7.77,112.21,0.5,0
5.37,399.74,173.79,2.87,378.33,1537.58,7.57,80.88,1.75,0
7.58,400.53,132.05,3.78,180.03,443.99,8.33,45.32,5.19,0
7.4,46.87,104.84,4.08,301.49,2117.98,5.41,4.86,1.2,0
6.99,331.29,324.67,3.73,196.29,1577.87,5.62,79.31,1.28,1
6.24,177.9,163.61,2.85,182.71,2175.2,1.93,150.38,10.51,0
6.65,338.38,271.6,1.03,53.96,2010.48,5.46,15.74,5.04,0
8.37,342.68,228.96,4.07,233.11,1762.47,6.01,24.2,1.06,0
5.59,340.48,660.97,2.54,123.49,2629.75,5.3,58.25,3.27,0
8.09,777.86,153.53,2.87,270.04,1503.73,10.53,133.89,5.15,0
7.98,280.99,258.73,2.16,117.28,938.17,11.42,54.22,2.2,0
7.59,890.59,769.0,3.68,122.83,2455.2,3.41,212.51,5.39,0
7.45,222.94,308.14,3.91,312.07,120.91,0.72,75.18,0.48,1
6.18,430.64,188.47,2.34,355.18,2318.34,11.38,85.67,1.71,0
6.29,5.01,280.77,1.14,301.61,597.37,5.98,97.14,1.98,0
9.05,286.67,839.48,1.04,71.2,1765.84,2.3,19.39,0.57,0
9.48,253.79,875.34,3.55,620.39,737.0,0.02,120.47,4.86,0
7.45,176.89,118.19,3.9,56.82,2461.01,1.83,19.81,7.72,0
8.93,59.72,123.16,1.33,323.29,5873.18,6.38,112.44,3.68,0
7.24,89.51,239.63,7.64,214.28,2240.1,11.25,68.45,5.27,0
8.23,564.32,1000.59,3.4,75.04,924.27,4.13,20.09,7.35,0
7.54,403.12,412.55,2.62,358.55,1940.33,17.25,24.63,1.05,0
8.11,288.83,303.13,2.07,284.87,1447.89,10.62,15.29,2.63,0
6.81,319.4,138.13,2.16,172.83,490.98,7.2,91.06,3.44,1
7.36,581.56,80.49,3.68,167.39,2714.34,8.52,3.13,11.77,0
5.05,422.01,86.16,3.85,177.25,2058.47,10.14,15.56,3.93,0
7.53,377.98,108.47,0.75,203.4,1854.07,9.78,18.03,2.47,0
6.51,199.38,78.55,0.33,54.36,1423.79,6.92,22.93,4.77,1
8.44,434.76,115.94,1.14,146.64,2786.02,0.62,118.0,0.49,0
6.65,294.79,1033.79,2.11,304.75,2603.12,8.28,123.79,4.45,0
6.03,420.24,507.67,3.24,225.36,192.44,8.69,95.28,2.01,0
7.83,36.14,460.69,3.46,179.99,1791.22,2.72,82.59,1.34,0
6.44,224.2,38.12,3.76,83.74,1276.06,4.66,97.66,3.57,0
5.28,73.61,379.12,2.4,124.88,2246.86,7.8,25.51,1.83,0
7.9,241.19,66.11,0.79,68.59,606.36,6.43,129.49,12.28,0
7.39,105.43,202.99,0.08,72.91,2548.18,4.43,25.4,1.24,0
9.07,379.96,138.5,1.35,290.84,1303.48,10.25,48.72,0.33,0
6.92,88.96,320.93,0.22,55.22,1847.7,13.9,123.58,0.66,0
5.12,81.23,185.14,7.78,350.73,2419.62,5.73,49.89,4.39,0
7.28,50.65,177.92,0.22,584.98,1786.82,11.67,113.87,1.78,0
6.11,360.78,126.25,2.18,268.14,,11.7,88.71,1.71,0
6.24,48.97,302.13,1.42,283.16,2177.0,4.99,32.16,0.64,0
8.03,307.67,388.09,2.67,195.81,1.3,4.77,63.21,4.0,0
7.03,95.64,789.31,2.99,349.92,2506.2,0.01,77.02,1.88,0
6.16,665.95,508.18,1.78,268.34,824.57,6.76,2.9,1.29,0
7.92,90.5,204.41,4.92,480.41,2383.98,11.71,100.14,1.58,0
5.5,104.71,224.13,1.26,481.36,,4.82,29.94,5.43,0
6.06,1099.8,1076.81,3.36,48.72,1123.05,3.39,32.5,2.18,0
7.95,1090.84,338.82,1.7,155.75,491.29,3.14,43.29,1.37,0
6.97,81.53,1024.14,3.05,68.71,96.55,7.17,30.82,1.09,0
8.73,1012.87,214.59,0.26,338.06,5424.63,10.12,56.75,4.1,0
6.97,229.23,106.33,2.21,327.89,2442.34,9.14,94.29,1.47,0
8.47,131.86,924.65,0.56,59.71,2039.18,10.17,151.32,1.8,0
6.87,274.66,294.71,2.54,144.96,2609.18,5.25,51.97,3.14,0
,275.86,360.73,4.41,278.5,259.21,4.53,93.28,2.05,0
6.81,393.77,,2.92,236.84,945.93,9.26,81.26,10.81,0
8.45,55.24,261.96,1.0,642.09,16.24,13.68,177.06,4.81,0
8.24,439.5,287.15,0.91,392.33,709.08,4.72,110.85,4.34,0
8.13,42.46,174.74,1.28,268.99,1963.29,10.83,79.51,3.27,0
5.58,408.54,382.67,0.5,125.25,1320.54,3.63,61.26,0.05,0
6.22,6.65,252.61,0.53,26.04,2536.57,14.55,64.28,1.7,0
8.23,198.56,755.95,1.42,283.15,2535.7,15.11,87.71,4.86,0
7.47,202.06,243.48,1.62,725.12,1533.6,9.77,100.07,5.13,0
8.19,331.0,270.14,3.24,178.06,1371.2,8.28,48.44,3.67,1
6.41,425.98,96.0,1.65,6.77,1831.24,3.75,87.42,0.04,0
5.85,862.18,71.94,1.39,202.65,569.82,5.7,98.81,5.12,0
6.32,87.77,796.36,2.68,340.05,587.47,11.21,8.75,4.87,0
5.01,234.85,243.83,0.73,320.29,2671.58,5.05,44.74,2.7,0
6.37,242.47,382.28,3.06,75.27,1527.88,1.36,84.85,1.11,0
7.08,339.71,154.18,0.17,166.23,1591.79,2.98,102.11,4.93,0
8.4,198.01,144.36,4.19,313.62,2355.8,0.7,77.9,5.37,0
8.33,161.83,68.92,7.81,447.29,1036.61,9.02,61.04,4.41,0
7.65,228.62,303.81,7.92,191.75,1869.31,10.91,112.66,4.72,0
6.15,299.3,278.22,8.22,338.02,1324.22,13.08,18.04,3.1,0
7.99,194.12,208.12,0.35,191.75,716.47,8.89,108.74,2.84,0
6.38,233.34,135.95,3.84,167.42,19088.16,5.29,12.9,5.02,0
6.11,132.39,240.98,0.96,321.28,653.58,15.18,134.39,1.1,0
7.21,182.38,74.57,2.85,278.21,1127.31,2.0,116.47,3.43,0
5.34,253.39,287.09,2.08,178.23,2606.16,9.61,27.97,2.45,0
7.07,174.77,1018.02,1.37,689.31,6531.24,7.51,87.43,0.52,0
6.3,6.88,266.65,3.0,115.08,139.9,7.8,68.69,4.97,0
6.26,185.74,178.43,2.32,54.67,1407.9,8.45,192.89,3.02,0
6.89,350.74,592.94,1.89,109.1,1697.22,6.58,84.15,3.57,0
6.16,290.4,77.25,1.09,174.28,734.93,10.83,99.43,4.39,0
6.74,447.19,,0.96,,1951.06,5.15,49.11,5.24,0
6.59,267.18,868.43,2.75,102.83,1051.22,11.57,104.38,3.51,0
6.72,371.86,219.46,1.78,395.32,1013.73,11.99,93.05,1.87,0
7.01,865.58,357.01,2.59,174.61,652.74,4.72,14.25,13.45,0
5.3,181.53,555.83,2.93,293.49,1673.28,4.08,64.06,1.93,0
7.06,155.69,187.75,2.26,264.46,33350.06,4.96,17.52,2.11,0
7.11,116.67,151.38,2.72,69.56,2793.25,11.83,200.49,0.11,0
6.98,107.97,596.14,2.44,365.9,1663.73,12.97,42.84,2.38,0
8.19,1031.52,172.79,0.2,60.04,2055.26,7.96,18.08,0.56,0
5.39,424.98,381.12,2.3,205.94,2010.3,10.41,203.77,2.77,0
7.33,123.15,314.88,3.45,158.5,518.53,0.51,10.29,1.24,1
